State_Name,State Code,District_Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location_OF_GP,Phase,population
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,bahuarwa,96107,26.761556,84.713111,BAHUARWA,21,,500
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,bhanachak,96108,26.786771,84.629211,BHANACHAK,21,,2821
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,bakharia,96109,26.761111,84.667028,BAKHARIA,21,,8825
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,barwa semra ghat,96110,26.875333,84.660889,BARWA SEMRA GHAT,21,,4944
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,bishambharpur,96111,26.728056,84.569944,BISHAMBHARPUR,21,,3619
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,chanayan,96112,26.854667,84.582056,CHANAYAN,21,,4189
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,dhokraha,96113,26.838028,84.621583,DHOKRAHA,21,,1313
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,dumri,96114,26.839933,84.721133,DUMRI,21,,4169
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,garawa harpur,96115,26.861167,84.706139,GARAWA HARPUR,21,,21497
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,gudra,96116,26.815833,84.733017,GUDRA,21,,4007
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,jawkatia,96117,26.759501,84.633194,JAWKATIA,21,,16965
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,karamwa,96118,26.698028,84.640028,KARAMWA,21,,4962
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,lalsaria,96119,26.740251,84.659889,LALSARIA,21,,5833
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,madhopur,96120,26.745251,84.713639,MADHOPUR,21,,9017
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,mahnagani,96121,26.831528,84.587889,MAHNAGANI,21,,3024
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,mahnwa rampurwa,96122,26.841333,84.709751,MAHNWA RAMPURWA,21,,12532
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,majharia sekh,96123,26.717889,84.629755,MAJHARIA SEKH,21,,9419
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,majhaulia,96124,26.798694,84.621139,MAJHAULIA,21,,4150
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,mohaddipur,96125,26.810111,84.601972,MOHADDIPUR,21,,2201
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,nautan khurd,96126,26.811611,84.653028,NAUTAN KHURD,21,,1165
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,parsa,96127,26.785751,84.693639,PARSA,21,,10911
